grad(k):0,grad(k):1,grad(k):2
-2.25E-07,-2.68E-05,-1.26E-22
-4.50E-07,-2.49E-05,1.21E-22
-6.43E-07,-2.33E-05,-2.33E-22
-7.94E-07,-2.19E-05,0
-9.03E-07,-2.06E-05,1.10E-22
-9.73E-07,-1.96E-05,-1.08E-22
-1.01E-06,-1.86E-05,-2.96E-25
-1.01E-06,-1.77E-05,3.08E-25
-9.94E-07,-1.69E-05,0
-9.56E-07,-1.60E-05,-1.05E-22
-9.05E-07,-1.51E-05,2.12E-22
-8.41E-07,-1.41E-05,0
-7.66E-07,-1.29E-05,0
-6.81E-07,-1.15E-05,0
-5.86E-07,-9.73E-06,0
-4.79E-07,-7.54E-06,0
-3.65E-07,-4.78E-06,0
-2.44E-07,-1.37E-06,-6.55E-23
-1.28E-07,2.68E-06,-3.49E-23
-2.68E-08,7.20E-06,3.77E-23
4.36E-08,1.18E-05,4.10E-23
6.80E-08,1.61E-05,4.49E-23
3.78E-08,1.93E-05,0
-4.46E-08,2.11E-05,0
-1.69E-07,2.11E-05,-1.71E-26
-3.20E-07,1.92E-05,3.49E-26
-4.78E-07,1.53E-05,-3.63E-23
-6.27E-07,9.48E-06,0
-7.52E-07,1.57E-06,0
-8.45E-07,-9.03E-06,0
-9.00E-07,-2.38E-05,2.47E-23
-9.09E-07,-4.64E-05,0
-8.71E-07,-8.73E-05,1.36E-23
-7.76E-07,-0.00018702,0
-6.04E-07,-0.00071318,0
-1.44E-07,-0.00085684,2.50E-24
-2.93E-07,0.00068013,0
-8.43E-07,0.00062378,0
-1.23E-06,0.00031357,0
-1.50E-06,0.00020615,0
-1.72E-06,0.00015731,0
-1.92E-06,0.00012929,-2.56E-23
-2.10E-06,0.00011099,0
-2.29E-06,9.81E-05,-2.55E-23
-2.47E-06,8.85E-05,0
-2.65E-06,8.10E-05,0
-2.83E-06,7.50E-05,-3.09E-25
-3.02E-06,7.01E-05,0
-3.22E-06,6.60E-05,0
-3.42E-06,6.25E-05,0
-3.62E-06,5.94E-05,8.86E-23
-3.83E-06,5.65E-05,8.66E-23
-4.04E-06,5.38E-05,0
-4.25E-06,5.12E-05,-8.17E-23
-4.45E-06,4.86E-05,1.61E-22
-4.65E-06,4.59E-05,1.59E-22
-4.83E-06,4.30E-05,0
-4.99E-06,4.00E-05,-1.53E-22
-5.12E-06,3.66E-05,-1.49E-22
-5.21E-06,3.28E-05,1.47E-22
-5.25E-06,2.87E-05,-5.74E-22
-5.22E-06,2.41E-05,1.81E-24
-5.12E-06,1.91E-05,2.75E-22
-4.93E-06,1.37E-05,2.67E-22
-4.65E-06,7.93E-06,-5.22E-22
-4.28E-06,1.86E-06,-5.07E-22
-3.80E-06,-4.35E-06,-2.46E-22
-3.24E-06,-1.05E-05,-2.37E-22
-2.62E-06,-1.65E-05,-6.80E-22
-1.96E-06,-2.19E-05,1.03E-24
-1.30E-06,-2.66E-05,0
-6.92E-07,-3.04E-05,0
-1.77E-07,-3.30E-05,0
2.08E-07,-3.45E-05,3.48E-22
4.40E-07,-3.48E-05,3.28E-22
5.19E-07,-3.42E-05,0
4.65E-07,-3.28E-05,-2.92E-22
3.11E-07,-3.10E-05,1.54E-25
9.61E-08,-2.90E-05,0
-1.39E-07,-2.70E-05,0
-3.67E-07,-2.51E-05,0
-5.65E-07,-2.35E-05,2.33E-22
-7.25E-07,-2.20E-05,0
-8.43E-07,-2.07E-05,-1.10E-22
-9.20E-07,-1.96E-05,1.08E-22
-9.62E-07,-1.86E-05,-2.83E-25
-9.75E-07,-1.77E-05,1.06E-22
-9.62E-07,-1.68E-05,0
-9.31E-07,-1.59E-05,1.05E-22
-8.85E-07,-1.50E-05,-1.06E-22
-8.25E-07,-1.40E-05,0
-7.53E-07,-1.28E-05,0
-6.72E-07,-1.14E-05,0
-5.79E-07,-9.58E-06,0
-4.76E-07,-7.37E-06,5.92E-23
-3.65E-07,-4.58E-06,0
-2.49E-07,-1.16E-06,6.55E-23
-1.37E-07,2.88E-06,3.49E-23
-4.36E-08,7.36E-06,3.77E-23
1.93E-08,1.19E-05,2.96E-27
3.69E-08,1.60E-05,-8.98E-23
1.68E-09,1.92E-05,0
-8.49E-08,2.08E-05,0
-2.10E-07,2.07E-05,-3.01E-23
-3.59E-07,1.87E-05,3.32E-23
-5.12E-07,1.48E-05,3.63E-23
-6.53E-07,9.02E-06,3.96E-23
-7.70E-07,1.17E-06,0
-8.55E-07,-9.32E-06,0
-8.99E-07,-2.39E-05,-2.47E-23
-8.98E-07,-4.63E-05,-2.60E-23
-8.50E-07,-8.70E-05,-2.70E-23
-7.47E-07,-0.00018624,0
-5.70E-07,-0.00071127,0
-1.37E-07,-0.00085455,-2.50E-24
-2.97E-07,0.00067621,0
-8.56E-07,0.00062065,-8.67E-24
-1.25E-06,0.00031155,-2.21E-23
-1.52E-06,0.00020475,0
-1.74E-06,0.00015622,0
-1.94E-06,0.00012836,2.56E-23
-2.13E-06,0.00011017,0
-2.31E-06,9.73E-05,0
-2.49E-06,8.78E-05,0
-2.67E-06,8.03E-05,0
-2.86E-06,7.44E-05,-9.59E-23
-3.05E-06,6.96E-05,-9.36E-23
-3.24E-06,6.55E-05,0
-3.44E-06,6.20E-05,8.94E-23
-3.64E-06,5.88E-05,8.74E-23
-3.85E-06,5.60E-05,0
-4.05E-06,5.34E-05,0
-4.26E-06,5.08E-05,3.28E-22
-4.46E-06,4.82E-05,-1.61E-22
-4.66E-06,4.56E-05,1.57E-22
-4.84E-06,4.28E-05,1.54E-22
-4.99E-06,3.97E-05,0
-5.12E-06,3.64E-05,-1.47E-22
-5.21E-06,3.27E-05,0
-5.24E-06,2.87E-05,5.70E-22
-5.21E-06,2.42E-05,5.58E-22
-5.11E-06,1.93E-05,0
-4.93E-06,1.40E-05,-5.33E-22
-4.65E-06,8.30E-06,5.19E-22
-4.28E-06,2.33E-06,2.53E-22
-3.81E-06,-3.81E-06,0
-3.25E-06,-9.93E-06,-4.70E-22
-2.63E-06,-1.58E-05,4.53E-22
-1.97E-06,-2.13E-05,4.33E-22
-1.31E-06,-2.60E-05,0
-6.97E-07,-2.99E-05,3.91E-22
-1.71E-07,-3.26E-05,0
2.27E-07,-3.42E-05,3.48E-22
4.75E-07,-3.47E-05,-3.28E-22
5.72E-07,-3.42E-05,0
5.33E-07,-3.29E-05,2.92E-22
3.90E-07,-3.12E-05,1.93E-25
1.82E-07,-2.92E-05,0
-5.22E-08,-2.72E-05,-2.51E-22
-2.83E-07,-2.53E-05,0
-4.87E-07,-2.36E-05,0
-6.55E-07,-2.21E-05,0
-7.80E-07,-2.08E-05,2.20E-22
-8.65E-07,-1.97E-05,0
-9.16E-07,-1.87E-05,-1.06E-22
-9.36E-07,-1.77E-05,0
-9.30E-07,-1.68E-05,1.05E-22
-9.05E-07,-1.59E-05,0
-8.63E-07,-1.49E-05,1.05E-22
-8.07E-07,-1.39E-05,0
-7.40E-07,-1.27E-05,1.08E-22
-6.62E-07,-1.12E-05,1.10E-22
-5.71E-07,-9.44E-06,5.69E-23
-4.72E-07,-7.20E-06,-5.92E-23
-3.65E-07,-4.40E-06,0
-2.54E-07,-9.62E-07,0
-1.48E-07,3.07E-06,0
-6.04E-08,7.51E-06,-3.77E-23
-5.03E-09,1.20E-05,-4.10E-23
5.88E-09,1.60E-05,-9.66E-28
-3.53E-08,1.90E-05,0
-1.24E-07,2.05E-05,0
-2.50E-07,2.03E-05,0
-3.96E-07,1.82E-05,0
-5.43E-07,1.43E-05,-3.62E-23
-6.78E-07,8.58E-06,-8.56E-26
-7.88E-07,8.09E-07,0
-8.62E-07,-9.56E-06,0
-8.97E-07,-2.40E-05,2.46E-23
-8.88E-07,-4.62E-05,2.60E-23
-8.32E-07,-8.65E-05,2.70E-23
-7.21E-07,-0.00018543,-2.71E-23
-5.36E-07,-0.00070941,1.23E-23
-1.28E-07,-0.00085239,0
-3.00E-07,0.00067223,0
-8.68E-07,0.00061747,8.67E-24
-1.26E-06,0.0003095,2.21E-23
-1.54E-06,0.00020335,0
-1.76E-06,0.00015511,-2.50E-23
-1.96E-06,0.00012742,-2.53E-23
-2.15E-06,0.00010934,0
-2.33E-06,9.66E-05,0
-2.51E-06,8.71E-05,4.94E-23
-2.70E-06,7.97E-05,4.85E-23
-2.88E-06,7.38E-05,4.78E-23
-3.07E-06,6.90E-05,9.36E-23
-3.26E-06,6.49E-05,0
-3.46E-06,6.14E-05,-8.94E-23
-3.66E-06,5.83E-05,-8.74E-23
-3.86E-06,5.55E-05,-8.48E-23
-4.06E-06,5.29E-05,1.66E-22
-4.27E-06,5.04E-05,-1.63E-22
-4.47E-06,4.78E-05,0
-4.66E-06,4.52E-05,-1.57E-22
-4.83E-06,4.25E-05,-1.54E-22
-4.99E-06,3.95E-05,-2.99E-22
-5.11E-06,3.62E-05,2.05E-24
-5.19E-06,3.27E-05,0
-5.23E-06,2.87E-05,-2.84E-22
-5.20E-06,2.43E-05,-2.78E-22
-5.10E-06,1.95E-05,0
-4.91E-06,1.43E-05,5.30E-22
-4.63E-06,8.67E-06,2.56E-22
-4.26E-06,2.78E-06,-5.00E-22
-3.80E-06,-3.27E-06,-4.85E-22
-3.25E-06,-9.33E-06,4.70E-22
-2.63E-06,-1.52E-05,0
-1.97E-06,-2.06E-05,0
-1.31E-06,-2.54E-05,0
-6.94E-07,-2.93E-05,-3.91E-22
-1.60E-07,-3.22E-05,0
2.49E-07,-3.39E-05,-3.48E-22
5.14E-07,-3.45E-05,0
6.26E-07,-3.41E-05,3.10E-22
6.02E-07,-3.30E-05,0
4.70E-07,-3.13E-05,-2.76E-22
2.69E-07,-2.94E-05,0
3.51E-08,-2.74E-05,2.51E-22
-1.96E-07,-2.55E-05,0
-4.07E-07,-2.38E-05,0
-5.81E-07,-2.23E-05,0
-7.16E-07,-2.09E-05,-2.20E-22
-8.10E-07,-1.98E-05,0
-8.69E-07,-1.87E-05,-2.12E-22
-8.95E-07,-1.77E-05,0
-8.97E-07,-1.68E-05,-1.05E-22
-8.78E-07,-1.59E-05,0
-8.41E-07,-1.49E-05,-1.05E-22
-7.90E-07,-1.38E-05,0
-7.26E-07,-1.26E-05,-2.16E-22
-6.51E-07,-1.11E-05,-2.21E-22
-5.64E-07,-9.30E-06,5.66E-23
-4.69E-07,-7.04E-06,5.89E-23
-3.65E-07,-4.22E-06,0
-2.59E-07,-7.74E-07,0
-1.60E-07,3.24E-06,0
-7.80E-08,7.65E-06,0
-3.02E-08,1.21E-05,0
-2.69E-08,1.60E-05,4.49E-23
-7.23E-08,1.88E-05,4.94E-23
-1.64E-07,2.02E-05,0
-2.89E-07,1.99E-05,-6.01E-23
-4.32E-07,1.78E-05,3.30E-23
-5.74E-07,1.39E-05,3.62E-23
-7.01E-07,8.15E-06,-3.95E-23
-8.03E-07,4.75E-07,0
-8.69E-07,-9.76E-06,4.59E-23
-8.95E-07,-2.40E-05,-2.46E-23
-8.79E-07,-4.60E-05,0
-8.13E-07,-8.61E-05,2.69E-23
-6.93E-07,-0.00018456,2.71E-23
-4.99E-07,-0.00070761,-1.23E-23
-1.19E-07,-0.00085037,0
-3.03E-07,0.00066819,2.05E-24
-8.81E-07,0.00061425,0
-1.28E-06,0.00030744,-2.19E-23
-1.56E-06,0.00020193,0
-1.78E-06,0.000154,2.50E-23
-1.98E-06,0.00012648,7.56E-23
-2.17E-06,0.00010851,-5.02E-23
-2.35E-06,9.58E-05,0
-2.53E-06,8.64E-05,-4.94E-23
-2.72E-06,7.90E-05,-4.85E-23
-2.90E-06,7.32E-05,0
-3.08E-06,6.84E-05,0
-3.27E-06,6.44E-05,-9.02E-23
-3.47E-06,6.09E-05,0
-3.67E-06,5.78E-05,0
-3.87E-06,5.51E-05,8.48E-23
-4.07E-06,5.25E-05,-1.66E-22
-4.27E-06,5.00E-05,-1.61E-22
-4.47E-06,4.75E-05,0
-4.65E-06,4.49E-05,0
-4.82E-06,4.22E-05,3.03E-22
-4.97E-06,3.93E-05,2.11E-24
-5.09E-06,3.61E-05,2.05E-24
-5.17E-06,3.26E-05,0
-5.20E-06,2.87E-05,0
-5.17E-06,2.44E-05,-2.75E-22
-5.07E-06,1.97E-05,0
-4.88E-06,1.45E-05,2.61E-22
-4.61E-06,9.03E-06,-5.15E-22
-4.24E-06,3.24E-06,5.00E-22
-3.78E-06,-2.74E-06,4.85E-22
-3.23E-06,-8.74E-06,0
-2.62E-06,-1.46E-05,-4.49E-22
-1.97E-06,-2.00E-05,0
-1.31E-06,-2.48E-05,0
-6.85E-07,-2.88E-05,0
-1.44E-07,-3.17E-05,0
2.77E-07,-3.36E-05,3.49E-22
5.56E-07,-3.43E-05,3.29E-22
6.84E-07,-3.41E-05,3.36E-25
6.73E-07,-3.30E-05,0
5.51E-07,-3.15E-05,0
3.57E-07,-2.96E-05,0
1.26E-07,-2.76E-05,0
-1.09E-07,-2.57E-05,0
-3.25E-07,-2.40E-05,0
-5.06E-07,-2.24E-05,0
-6.49E-07,-2.10E-05,2.19E-22
-7.53E-07,-1.98E-05,2.15E-22
-8.19E-07,-1.87E-05,2.12E-22
-8.53E-07,-1.77E-05,2.09E-22
-8.61E-07,-1.68E-05,0
-8.49E-07,-1.58E-05,1.04E-22
-8.17E-07,-1.48E-05,1.04E-22
-7.71E-07,-1.37E-05,0
-7.12E-07,-1.25E-05,1.08E-22
-6.40E-07,-1.10E-05,2.57E-25
-5.57E-07,-9.17E-06,-2.27E-22
-4.65E-07,-6.88E-06,-5.89E-23
-3.65E-07,-4.04E-06,0
-2.65E-07,-5.97E-07,-6.53E-23
-1.71E-07,3.41E-06,0
-9.73E-08,7.77E-06,-7.53E-23
-5.62E-08,1.21E-05,-8.19E-23
-5.88E-08,1.59E-05,0
-1.09E-07,1.87E-05,-4.94E-23
-2.03E-07,1.99E-05,0
-3.28E-07,1.95E-05,6.01E-23
-4.66E-07,1.74E-05,3.29E-23
-6.04E-07,1.34E-05,0
-7.24E-07,7.77E-06,0
-8.17E-07,1.74E-07,0
-8.76E-07,-9.93E-06,-9.17E-23
-8.94E-07,-2.40E-05,0
-8.68E-07,-4.58E-05,0
-7.91E-07,-8.56E-05,-2.69E-23
-6.62E-07,-0.00018365,0
-4.59E-07,-0.00070588,0
-1.11E-07,-0.0008485,0
-3.06E-07,0.00066411,-1.80E-26
-8.94E-07,0.00061098,-1.71E-23
-1.30E-06,0.00030536,2.19E-23
-1.57E-06,0.00020051,0
-1.80E-06,0.00015288,0
-2.00E-06,0.00012554,-5.03E-23
-2.19E-06,0.00010769,3.22E-25
-2.37E-06,9.51E-05,-4.94E-23
-2.55E-06,8.57E-05,0
-2.73E-06,7.84E-05,0
-2.91E-06,7.26E-05,0
-3.10E-06,6.78E-05,0
-3.29E-06,6.38E-05,6.20E-25
-3.48E-06,6.04E-05,-8.76E-23
-3.67E-06,5.74E-05,-1.71E-22
-3.87E-06,5.46E-05,0
-4.07E-06,5.20E-05,0
-4.27E-06,4.96E-05,1.61E-22
-4.46E-06,4.71E-05,0
-4.64E-06,4.46E-05,0
-4.81E-06,4.19E-05,-3.03E-22
-4.95E-06,3.91E-05,2.10E-24
-5.07E-06,3.59E-05,5.81E-22
-5.15E-06,3.25E-05,0
-5.17E-06,2.87E-05,0
-5.14E-06,2.45E-05,1.78E-24
-5.04E-06,1.98E-05,0
-4.85E-06,1.48E-05,-1.05E-21
-4.58E-06,9.40E-06,0
-4.21E-06,3.69E-06,0
-3.75E-06,-2.21E-06,0
-3.21E-06,-8.15E-06,0
-2.60E-06,-1.39E-05,4.49E-22
-1.95E-06,-1.94E-05,-4.29E-22
-1.29E-06,-2.42E-05,0
-6.69E-07,-2.82E-05,0
-1.22E-07,-3.13E-05,0
3.11E-07,-3.32E-05,-3.49E-22
6.02E-07,-3.41E-05,-3.29E-22
7.44E-07,-3.40E-05,-6.20E-22
7.46E-07,-3.31E-05,0
6.37E-07,-3.16E-05,0
4.47E-07,-2.98E-05,0
2.18E-07,-2.79E-05,2.51E-22
-2.04E-08,-2.59E-05,0
-2.41E-07,-2.42E-05,-2.32E-22
-4.31E-07,-2.26E-05,0
-5.81E-07,-2.12E-05,-4.38E-22
-6.93E-07,-1.99E-05,-2.15E-22
-7.68E-07,-1.88E-05,0
-8.11E-07,-1.78E-05,-2.09E-22
-8.27E-07,-1.68E-05,0
-8.19E-07,-1.58E-05,-3.11E-22
-7.93E-07,-1.48E-05,-1.04E-22
-7.51E-07,-1.37E-05,0
-6.97E-07,-1.24E-05,0
-6.28E-07,-1.09E-05,1.10E-22
-5.51E-07,-9.04E-06,2.26E-22
-4.62E-07,-6.73E-06,1.17E-22
-3.67E-07,-3.88E-06,0
-2.71E-07,-4.27E-07,6.53E-23
-1.83E-07,3.56E-06,6.97E-23
-1.16E-07,7.88E-06,3.33E-26
-8.14E-08,1.21E-05,8.19E-23
-9.07E-08,1.58E-05,0
-1.46E-07,1.85E-05,0
-2.41E-07,1.97E-05,0
-3.66E-07,1.92E-05,0
-5.01E-07,1.69E-05,-1.32E-22
-6.33E-07,1.30E-05,-7.20E-23
-7.46E-07,7.40E-06,0
-8.31E-07,-9.88E-08,0
-8.82E-07,-1.01E-05,4.58E-23
-8.91E-07,-2.40E-05,-4.87E-23
-8.54E-07,-4.55E-05,0
-7.69E-07,-8.50E-05,-2.68E-23
-6.29E-07,-0.00018268,2.69E-23
-4.20E-07,-0.00070423,0
-1.03E-07,-0.00084678,2.47E-24
-3.09E-07,0.00065996,-2.03E-24
-9.07E-07,0.00060767,1.71E-23
-1.31E-06,0.00030327,2.16E-23
-1.59E-06,0.00019908,0
-1.82E-06,0.00015177,-4.90E-23
-2.02E-06,0.0001246,4.96E-23
-2.21E-06,0.00010686,4.99E-23
-2.39E-06,9.43E-05,4.94E-23
-2.57E-06,8.50E-05,0
-2.75E-06,7.78E-05,0
-2.93E-06,7.20E-05,9.31E-23
-3.11E-06,6.72E-05,9.11E-23
-3.30E-06,6.33E-05,6.22E-25
-3.49E-06,5.99E-05,6.13E-25
-3.68E-06,5.69E-05,1.71E-22
-3.87E-06,5.41E-05,0
-4.07E-06,5.16E-05,0
-4.26E-06,4.92E-05,0
-4.45E-06,4.68E-05,0
-4.62E-06,4.43E-05,3.05E-22
-4.79E-06,4.17E-05,0
-4.93E-06,3.89E-05,2.09E-24
-5.04E-06,3.58E-05,-2.89E-22
-5.11E-06,3.24E-05,0
-5.13E-06,2.87E-05,0
-5.10E-06,2.46E-05,5.44E-22
-4.99E-06,2.00E-05,-5.31E-22
-4.81E-06,1.51E-05,5.22E-22
-4.53E-06,9.76E-06,0
-4.17E-06,4.14E-06,4.93E-22
-3.71E-06,-1.68E-06,0
-3.18E-06,-7.56E-06,0
-2.57E-06,-1.33E-05,-4.46E-22
-1.92E-06,-1.87E-05,4.29E-22
-1.27E-06,-2.36E-05,0
-6.44E-07,-2.77E-05,-3.89E-22
-9.10E-08,-3.08E-05,0
3.49E-07,-3.29E-05,0
6.53E-07,-3.39E-05,0
8.08E-07,-3.39E-05,6.21E-22
8.24E-07,-3.31E-05,0
7.23E-07,-3.17E-05,0
5.39E-07,-3.00E-05,0
3.12E-07,-2.81E-05,-5.02E-22
7.19E-08,-2.62E-05,0
-1.54E-07,-2.44E-05,2.32E-22
-3.52E-07,-2.28E-05,2.24E-22
-5.12E-07,-2.13E-05,2.19E-22
-6.32E-07,-2.00E-05,0
-7.16E-07,-1.89E-05,0
-7.67E-07,-1.78E-05,0
-7.89E-07,-1.68E-05,0
-7.88E-07,-1.58E-05,2.07E-22
-7.68E-07,-1.47E-05,0
-7.31E-07,-1.36E-05,0
-6.81E-07,-1.23E-05,0
-6.17E-07,-1.08E-05,1.09E-22
-5.42E-07,-8.91E-06,-1.13E-22
-4.58E-07,-6.59E-06,-2.35E-22
-3.68E-07,-3.72E-06,0
-2.77E-07,-2.69E-07,-6.51E-23
-1.96E-07,3.70E-06,-5.29E-26
-1.35E-07,7.97E-06,7.52E-23
-1.08E-07,1.22E-05,0
-1.23E-07,1.58E-05,0
-1.82E-07,1.83E-05,-4.94E-23
-2.80E-07,1.94E-05,0
-4.02E-07,1.88E-05,0
-5.35E-07,1.65E-05,1.32E-22
-6.60E-07,1.26E-05,7.20E-23
-7.68E-07,7.07E-06,0
-8.45E-07,-3.39E-07,0
-8.87E-07,-1.02E-05,0
-8.86E-07,-2.39E-05,4.87E-23
-8.39E-07,-4.52E-05,5.13E-23
-7.45E-07,-8.44E-05,5.34E-23
-5.95E-07,-0.00018168,-5.37E-23
-3.79E-07,-0.00070266,0
-9.42E-08,-0.00084521,-2.47E-24
-3.12E-07,0.00065576,-3.99E-24
-9.20E-07,0.00060431,0
-1.33E-06,0.00030116,-2.16E-23
-1.61E-06,0.00019764,0
-1.84E-06,0.00015064,9.77E-23
-2.04E-06,0.00012366,-9.89E-23
-2.23E-06,0.00010604,0
-2.41E-06,9.36E-05,4.88E-23
-2.58E-06,8.43E-05,0
-2.76E-06,7.71E-05,-9.44E-23
-2.94E-06,7.14E-05,-6.41E-25
-3.12E-06,6.67E-05,-6.32E-25
-3.30E-06,6.27E-05,8.90E-23
-3.49E-06,5.94E-05,8.70E-23
-3.68E-06,5.64E-05,1.69E-22
-3.87E-06,5.37E-05,0
-4.06E-06,5.12E-05,0
-4.25E-06,4.88E-05,0
-4.43E-06,4.64E-05,0
-4.60E-06,4.40E-05,-3.05E-22
-4.76E-06,4.14E-05,0
-4.89E-06,3.87E-05,2.93E-22
-5.00E-06,3.57E-05,2.85E-22
-5.07E-06,3.24E-05,0
-5.08E-06,2.87E-05,0
-5.04E-06,2.47E-05,-2.71E-22
-4.94E-06,2.02E-05,1.06E-21
-4.75E-06,1.53E-05,0
-4.48E-06,1.01E-05,0
-4.12E-06,4.58E-06,-4.93E-22
-3.66E-06,-1.16E-06,0
-3.13E-06,-6.98E-06,0
-2.53E-06,-1.27E-05,4.46E-22
-1.89E-06,-1.81E-05,0
-1.23E-06,-2.30E-05,0
-6.09E-07,-2.71E-05,7.78E-22
-5.31E-08,-3.04E-05,7.38E-22
3.95E-07,-3.26E-05,0
7.10E-07,-3.37E-05,0
8.77E-07,-3.39E-05,-3.11E-22
9.04E-07,-3.32E-05,0
8.11E-07,-3.19E-05,0
6.34E-07,-3.02E-05,5.28E-22
4.08E-07,-2.83E-05,5.03E-22
1.66E-07,-2.64E-05,0
-6.55E-08,-2.46E-05,0
-2.71E-07,-2.29E-05,-2.24E-22
-4.40E-07,-2.14E-05,0
-5.69E-07,-2.01E-05,-2.13E-22
-6.62E-07,-1.89E-05,2.10E-22
-7.20E-07,-1.78E-05,0
-7.50E-07,-1.68E-05,0
-7.56E-07,-1.58E-05,2.06E-22
-7.42E-07,-1.47E-05,-2.07E-22
-7.10E-07,-1.36E-05,-1.05E-22
-6.63E-07,-1.22E-05,0
-6.05E-07,-1.07E-05,-1.09E-22
-5.34E-07,-8.80E-06,1.13E-22
-4.54E-07,-6.45E-06,1.17E-22
-3.69E-07,-3.57E-06,0
-2.84E-07,-1.21E-07,6.51E-23
-2.09E-07,3.83E-06,-6.96E-23
-1.56E-07,8.05E-06,0
-1.35E-07,1.22E-05,0
-1.55E-07,1.57E-05,0
-2.18E-07,1.81E-05,4.94E-23
-3.18E-07,1.91E-05,0
-4.38E-07,1.84E-05,0
-5.67E-07,1.62E-05,-6.57E-23
-6.87E-07,1.23E-05,-7.17E-23
-7.88E-07,6.75E-06,0
-8.58E-07,-5.47E-07,0
-8.89E-07,-1.02E-05,0
-8.79E-07,-2.38E-05,4.84E-23
-8.23E-07,-4.48E-05,-5.13E-23
-7.20E-07,-8.37E-05,-6.67E-26
-5.61E-07,-0.00018062,2.68E-23
-3.37E-07,-0.00070118,-2.43E-23
-8.56E-08,-0.0008438,0
-3.15E-07,0.0006515,3.71E-26
-9.35E-07,0.00060091,0
-1.34E-06,0.00029905,0
-1.62E-06,0.0001962,0
-1.85E-06,0.00014952,-3.18E-25
-2.05E-06,0.00012272,4.93E-23
-2.24E-06,0.00010521,0
-2.42E-06,9.28E-05,-4.88E-23
-2.60E-06,8.36E-05,0
-2.77E-06,7.65E-05,1.88E-22
-2.95E-06,7.08E-05,-1.84E-22
-3.13E-06,6.61E-05,-6.34E-25
-3.31E-06,6.22E-05,8.78E-23
-3.49E-06,5.89E-05,0
-3.68E-06,5.59E-05,-1.69E-22
-3.86E-06,5.33E-05,0
-4.05E-06,5.08E-05,0
-4.23E-06,4.84E-05,1.57E-22
-4.41E-06,4.61E-05,3.07E-22
-4.57E-06,4.37E-05,0
-4.73E-06,4.12E-05,0
-4.85E-06,3.85E-05,0
-4.95E-06,3.55E-05,-2.85E-22
-5.02E-06,3.23E-05,0
-5.03E-06,2.87E-05,0
-4.98E-06,2.48E-05,5.35E-22
-4.87E-06,2.04E-05,-5.28E-22
-4.68E-06,1.56E-05,0
-4.41E-06,1.05E-05,0
-4.05E-06,5.03E-06,-4.88E-22
-3.60E-06,-6.43E-07,0
-3.08E-06,-6.40E-06,0
-2.48E-06,-1.21E-05,-4.43E-22
-1.84E-06,-1.75E-05,0
-1.19E-06,-2.24E-05,8.15E-22
-5.65E-07,-2.66E-05,-3.89E-22
-7.25E-09,-2.99E-05,-7.24E-27
4.49E-07,-3.22E-05,0
7.72E-07,-3.35E-05,0
9.50E-07,-3.38E-05,0
9.87E-07,-3.32E-05,5.89E-22
9.04E-07,-3.20E-05,0
7.32E-07,-3.03E-05,-5.28E-22
5.08E-07,-2.85E-05,-2.51E-22
2.62E-07,-2.66E-05,0
2.46E-08,-2.48E-05,0
-1.87E-07,-2.31E-05,0
-3.64E-07,-2.16E-05,0
-5.04E-07,-2.02E-05,4.27E-22
-6.05E-07,-1.90E-05,-3.56E-25
-6.73E-07,-1.79E-05,2.07E-22
-7.10E-07,-1.68E-05,0
-7.23E-07,-1.58E-05,-2.06E-22
-7.15E-07,-1.47E-05,2.07E-22
-6.88E-07,-1.35E-05,1.05E-22
-6.47E-07,-1.22E-05,0
-5.92E-07,-1.06E-05,0
-5.26E-07,-8.69E-06,-1.13E-22
-4.50E-07,-6.33E-06,0
-3.70E-07,-3.43E-06,1.23E-22
-2.91E-07,1.59E-08,0
-2.23E-07,3.95E-06,-6.95E-23
-1.76E-07,8.12E-06,7.51E-23
-1.61E-07,1.21E-05,0
-1.88E-07,1.56E-05,0
-2.55E-07,1.79E-05,-9.85E-23
-3.54E-07,1.88E-05,0
-4.74E-07,1.81E-05,0
-5.99E-07,1.58E-05,0
-7.14E-07,1.19E-05,7.17E-23
-8.07E-07,6.47E-06,0
-8.69E-07,-7.20E-07,-4.21E-23
-8.91E-07,-1.03E-05,0
-8.72E-07,-2.36E-05,-4.84E-23
-8.07E-07,-4.44E-05,0
-6.93E-07,-8.30E-05,-2.66E-23
-5.26E-07,-0.00017952,0
-2.95E-07,-0.00069977,4.86E-23
-7.69E-08,-0.00084254,0
-3.18E-07,0.00064717,7.86E-24
-9.50E-07,0.00059747,0
-1.36E-06,0.00029693,2.12E-23
-1.64E-06,0.00019476,0
-1.87E-06,0.0001484,-3.21E-25
-2.07E-06,0.00012178,0
-2.26E-06,0.0001044,-4.86E-23
-2.44E-06,9.21E-05,0
-2.61E-06,8.30E-05,9.48E-23
-2.78E-06,7.59E-05,-6.53E-25
-2.96E-06,7.02E-05,6.45E-25
-3.13E-06,6.56E-05,-6.35E-25
-3.31E-06,6.17E-05,-8.78E-23
-3.49E-06,5.84E-05,0
-3.67E-06,5.55E-05,1.66E-22
-3.85E-06,5.28E-05,0
-4.03E-06,5.04E-05,0
-4.21E-06,4.81E-05,-1.14E-24
-4.38E-06,4.58E-05,-3.07E-22
-4.54E-06,4.34E-05,-2.98E-22
-4.69E-06,4.10E-05,2.92E-22
-4.81E-06,3.83E-05,0
